,sentence,label
1388,　　52、“人性一个最个性的弱点就是：在意别人如何看待自己。这一程，希望你活得烈马青葱，不为他人的目光所累。”,积极
1389,　　53、最是无声地记忆总要输给流年，想不到竟也有回还的余地，但是两相应对时怎样闭口无语，原来爱情会输给时间。,积极
1390,　　54、这一秒不放弃，下一秒就有希望！坚持下去才可能成功！,积极
1391,　　55、人们总是在不停地追求完美，却往往错过了当下的完美。其实，贪婪才是最真实的贫穷，满足才是最真实的财富。,积极
1392,　　56、业精于勤，荒于嬉；行成于思，毁于随。,积极
1393,　　57、无论你是什么人，无论你为了什么，只要你生活在这世界上，就要对得起自己的青春，因为青春只是绽放到极致却又结束的太仓促的一段闹剧而已，所以直到世界的终结，去爱你该爱的，去做你该做的，去想你该想的。,积极
1394,　　58、就算跑最后一名又怎样，至少我又运动精神。而且我必须会跑完全程，只要跑到终点我就成功了！,积极
1395,　　59、情绪，是一种感情状态，拥有了好情绪，也就拥有了自信，继而拥有了年轻和健康。就拥有了对未来生活的向往，充满期待，让我们拥有一份好情绪吧，因为生活着就是幸运和快乐。,积极
1396,　　60、这个世界不会因为你的付出就必须给予回报，也不会因为你以怎样的方式对待别人，就要求他人同等对待你。人活在这世上，最难的就是持续一份谦卑和平和，而这份谦卑，来源于内心的真诚和踏实的努力。,积极
1397,　　61、对待生命你不妨大胆冒险一点，因为好歹你要失去它。如果这世界上真有奇迹，那只是努力的另一个名字。没有人能够拯救自己，到最后拯救你的只有你自己。绝处逢生的喜悦，大难不死的庆幸，都不是你所想象的“人品守恒”。在这个世界面前，生活是无比具体而烦琐的藤蔓，你只有从中体会到酸甜苦辣才知道它最后的余香。,积极
1398,　　62、每一天都冒出很多念头，那些不死的才叫做梦想。,积极
1399,　　63、我们能够失望，但不能盲目。,积极
1400,　　64、带着感恩的心启程，学会爱，爱父母，爱自己，爱朋友，爱他人。,积极
1401,　　65、让生活的句号圈住的人，是无法前时半步的。,积极
1402,　　66、我以前介意过很多事，介意你对我忽冷忽热，介意你离开我，而如今，我常说的一句话就是：你随意，我无所谓。,积极
1403,　　67、每个人都有自己的底线，别拿别人的底线当作玩笑，你眼里轻描淡写的一句话，可能是别人心里过去的痛彻心扉。,积极
1404,　　68、待人对事不要太计较，如果太计较就会有悔恨！,积极
1405,　　69、世界上有一个人，是能够包容你的缺点，一起去改善的。他不见得就是世上最完美的人，却是让你能够更好的人。,积极
1406,　　70、我们没有办法一向看着别人，但我们却一向看着自己。看着自己慢慢长大，思想渐渐成熟，感情也越来越丰富。,积极
1407,　　71、蝴蝶如要在百花园里得到飞舞的欢乐，那首先得忍受与蛹决裂的痛苦。,积极
1408,　　72、最好的朋友是你们静坐在游廊上，一句话也不说，当你们各自走开时，仍感到你们经历了一场十分精彩的对话。,积极
1409,　　73、如果你生气了，请在应对爱人之前先应对镜子。看看自己，你喜欢此刻这张脸吗？,积极
1410,　　74、没有伞的孩子必须努力奔跑！,积极
1411,　　75、所谓的人间烟火，就是这样—个能够时而温暖时而冷漠的词语，所谓的人间，就是这样时而光明时而黑暗的时刻。,积极
1412,　　76、生命之舟将应对险滩，应对激流，弱者会选择逃避和放弃，而强者则会选择应对和挑战。人生中无限的乐趣都在于对人生的挑战之中迸出不衰的光芒。,积极
1413,　　77、奇迹，是不会在容易的道路上绽放的。也许，在所有不被看好，无人尝试的选择背后，会有不曾见到的可能，不曾设计的未知。,积极
1414,　　78、幸福和幸运是需要代价的，天下没有免费的午餐！,积极
1415,　　79、没有一颗珍珠的闪光，是靠别人涂抹上去的。,积极
1416,　　80、当世界给草籽重压时，它总会用自己的方法破土而出。,积极
1417,　　81、同在一个环境中生活，强者与弱者的分界就在于谁能改变它。,积极
1418,　　82、注意你的思想，它会变成你的言语；注意你的言语，它会变成你的行动；注意你的行动，它会变成你的习惯；注意你的习惯，它会变成你的性格；注意你的性格，它会变成你的命运。,积极
1419,　　83、生活封锁了我们，只要我们的心不苦死，生活便永远不是一汪死水，而我们，依然也会在生活中绽放最美的姿态。人生最痛苦的时刻，莫过于在人生已经不可能回头的时候，对自己的一生感到后悔，赢了全世界却输了自己。,积极
1420,　　84、岂能尽人如意，但求无愧于心！,积极
1421,　　85、职责是从此刻开始就要承担的，父母不再年轻，能回报的时候及时回报，不要总觉得时间还很多，岁月不等人。,积极
1422,　　86、要成功，就要长期等待而不焦躁，态度从容却持续敏锐，不怕挫折且充满希望。,积极
1423,　　87、这个世界，什么都能够安排，唯独你的心。这个世界失去谁都不可怕不要紧，唯独失去了你自己。以后还有很漫长很漫长的道路，都要一个人走完，都是靠自己，凭借自己的潜力去完成。这条道路，故事是昨日的瞬间，沿着长长的路，恍然如梦，到永远。,积极
1424,　　88、别小看任何人，越不起眼的人往往会做些让人想不到的事。,积极
1425,　　89、生没有输赢。赢了，是生活；输了，也是生活。我们需要追求的是享受和学习的过程，而不是最后输赢的结果。,积极
1426,　　90、微笑拥抱每一天，做像向日葵般温暖的女子。,积极
1427,　　91、我们要应对的苦难和挫折不会因为我们遭遇够多而减少，上天不会因为你的悲惨而悯怜你，它只会安排一道又一道难关来磨炼你的意志。就像唐僧西天取经一样，想要取得真经，就不要有返途的念想，你除了继续死磕到底，根本没有其他退路。,积极
1428,　　92、性格决定命运，选择改变人生。,积极
1429,　　93、无论那个时代，青年的特点总是怀抱着各种理想和幻想，这并不是什么毛病，而是一种宝贵的品质。——加里宁,积极
1430,　　94、一个真正的将军是拼出来的。,积极
1431,　　95、当走过了以前隐忍的年月再回首时，我才发现，以前觉得难以启齿的往事，都但是是沧海一粟，生命给予我的，不是那些艰难，而是成长，是学会举重若轻，是将以前无法释怀的那些过往，统统放下。,积极
1432,　　96、生活总是千变万化，总有那么多不如意，总有那么多不顺心，只要自己坚守自己的理想，就不会被打倒，再大的风浪阻挡不了我们前进的方向，坚持就是胜利，无论怎样，都不认输。,积极
1433,　　97、虽说是谁的青春不迷茫，但你迷茫的原因往往只有一个：那就是在本该拼命去努力的年纪，想得太多，做得太少。,积极
1434,　　98、假如你想成功，成为真正的富人，让你的钱为你工作，你就要懂得金钱的价值，学会节俭，把钱花的最有好处。,积极
1435,　　99、生活在一个城市里，或者爱一个人，又或者做某件事，时间久了，就会觉得厌倦，就会有一种想要逃离的冲动。,积极
1436,　　100、命运如同手中的掌纹，无论多曲折，终掌握在自己手中。,积极
1437,　　101、嘲讽是一种力量，消极的力量。赞扬也是一种力量，但却是用心的力量。,积极
1438,　　102、用行动祈祷比用言语更能够使上帝了解。,积极
1439,　　103、血液和骨骼神经和皮肤厚厚的棉衣里厚厚的绒衫明明是有着十分重量的两个人怎样还是被季风一吹就散了,积极
1440,　　104、那个让你在最高兴的时候一想起就会立即变得难过，又或者在最悲伤的时候一想起就会扬起微笑的人，叫做遗憾。,积极
1441,　　105、受得了多大的委屈，做得了多大的事；受得了多大诋毁，就能承的住多大赞美；耐得住寂寞，才能守得住繁华。,积极
1442,　　106、每个人都难免要受一些委屈，谁也不可能永远高昂着头。人生的路不好走，该低头时要低头，该让步时需让步。,积极
1443,　　107、安静的心是最高的品质，它是没有分界的，是完整的纯洁无染的。它就是全神贯注觉察力爱和最高的智慧。,积极
1444,　　108、只会在水泥地上走路的人，永远不会留下深深的脚印。,积极
1445,　　109、生命中最美的景致有时并不是浓墨重彩描绘而成，它也许是一串淡淡的足迹，但却深藏在我们心灵最柔软的地方。,积极
1446,　　110、人生是一部学习奋斗史。岁月磋砣，我们羡慕于李白天生我材必有用的自信；倘徉于苏轼一潇烟雨任平生的洒脱；惊叹于爱迪生永不言败的毅力；骄傲于苏武生是大汉人，死是大汉鬼的爱国情怀。人生教授了我们的如何做人，如何处事。,积极
1447,　　111、好多人做不好自己，是因为总想着做别人！,积极
1448,　　112、人生贵在相信你自己。相信自己有福气，但不要刻意拥有；相信自己很坚强，但不要拒绝眼泪；相信世上有好人，但必须要防范坏人；相信金钱能带来幸福，但不要倾其一生；相信真诚，但不要指责虚伪；相信成功，但不要逃避失败；相信缘分，但不要盲目等待；相信爱情，但不要求全责备。,积极
1449,　　113、走过生命的逆旅，人世沧桑，总有人会莫名其妙的不认同你不喜欢你，这很正常，人生苦短，岁月岂能淹留？洒脱地应对人生，生命的色彩才能来得真实自然。其实洒脱从某种好处上说，就是对自我的一种超越。因为青春，我们奋进！因为青春，我们年轻，我们精力充沛，我们对任何事情都充满了好奇探索追求，我们不要后悔，不要老大徒伤悲，因为，我们抓紧分分秒秒，为了目标而奋进。青春，我们以夸父般的毅力，追求我们的梦，一朝又一朝，无怨无悔。,积极
1450,　　114、每一发奋努力的背后，必是有加倍的赏赐。莫要去找借口失败，只找理由成功。生活总是会给人烦恼，人生无完美，曲折亦风景。人生的好处是不断的追求。不要等错过了才悔恨，不要等老了才怀念。时光一去不回头，抓住每一个当下，再苦再累也要奋力飞翔。,积极
1451,　　115、多时候能否成功往往就在最后那一哆嗦。就如同登山，你只能自己爬，一个坡都少不了，一里路都短不了。没有人能替代你，没有办法能够躲，所以抱怨是没有用的。你只有调匀呼吸，调好心态，一步一个脚印前进，不怕慢就怕站，只要坚持走，你终将登顶。,积极
1452,　　116、一颗高尚的心应当承受灾祸而不是躲避灾祸，因为承受灾祸显示了意志的高尚，而躲避灾祸显示了内心的怯懦。,积极
1453,　　117、奋斗没有终点，任何时候都是一个起点。,积极
1454,　　118、过去的人，有他们出现的好处，但不要太念念不忘。过去的人有过去的好，但最好的，都是你身边的那个。,积极
1455,　　119、选山攀崖！量力而为！,积极
1456,　　120、从不奢求生活能给予我最好的，只是执着于寻求最适合我的！,积极
1457,　　121、人生须“五自”：自知自信自醒自立自律。生活须“六戒”：戒纵戒毒戒懒戒愁戒独戒从。,积极
1458,　　122、我们什么都没有，唯一的本钱就是青春。梦想让我与众不一样，奋斗让我改变命运！,积极
1459,　　123、机会不是等来的，而是争取来的，就像吃饭，如果光等着吃别人送到你碗里的菜，你可能就吃不到自己想吃的菜。,积极
1460,　　124、无论有多困难，都坚强地抬头挺胸，人生是一场醒悟，不要昨日，不要明天，只要今日。活在当下，放眼未来。人生是一种态度，心静自然天地宽。不一样的你我，不一样的心态，不一样的人生。,积极
1461,　　125、有些傻话，不但是要背着人说，还得背着自己。让自己听见了也怪难为情的。譬如说，我爱你，我一辈子都爱你。,积极
1462,　　126、感觉有些男生分手的前奏就是，各种冷暴力，电话不接，信息不回，像死了一样，直到之后你忍不住提出了分手。,积极
1463,　　127、一个人除非自我有信心，否则无法带给别人信心。,积极
1464,　　128、这一秒不放弃，下一秒就有希望！坚持下去才可能成功！,积极
1465,　　129、感谢伤害过你的人，是他们让你的人生与众不一样。感激为难你的人，因为他磨练了你的心志；感激绊倒你的人，因为他强化了你的双腿；感激欺骗你的人，因为他增进了你的智慧；感激蔑视你的人，因为他醒觉了你的自尊；感激遗弃你的人，因为他教会了你该独立。,积极
1466,　　130、人生中要走很多路，有一条路不能回头，就是放弃的路；有一条路不能拒绝，就是成长的路；有一条路不能迷失，就是信念的路；有一条路不能停滞，就是奋斗的路；有一条路不能忘记，就是回家的路；信心满满的走好脚下的每条路，祝你生命中的每一天都很精彩。,积极
1467,　　131、只会幻想而不行动的人，永远也体会不到收获果实时的喜悦。,积极
1468,　　132、彩虹，在大雨后出现；腊梅，在风雪中吐蕊；雄鹰，在险峰上空盘旋；人，在困境中弥坚。成功不是回首，不是寄望，而是把握此刻。成功之处并不在于别人对自己的看法，而在于自己的努力。就算没有人为你鼓掌，至少我还能够自己欣赏自己。,积极
1469,　　133、永远要寻找比自己更用心的人，比自己更用心的环境。,积极
1470,　　134、嘴里说的人生，就是自己以后的人生。,积极
1471,　　135、不是自己劳动所得不要要，不要授人以把柄，让自己掌握在别人的掌股之间，避免“吃人的嘴短，拿人的手短。”,积极
1472,　　136、自信的生命最美丽！,积极
1473,　　137、把别人看得太重，结果在别人眼里自己什么都不是。,积极
1474,　　138、窗太窄了，天太大了，家太小了，心太野了，梦想太远了，绝望又太早了，刷牙洗脸照镜子，一天又要开始了。,积极
1475,　　139、所有的胜利与战胜自己的胜利比起来，都是微不足道的；所有的失败和失去自我的失败比起来，更是无足挂吃的。,积极
1476,　　140、不好问别人为你做了什么，而要问你为别人做了什么。,积极
1477,　　141、没有热忱，世间便无进步。,积极
1478,　　142、敞开心扉，宽容的对待别人你就会拥有全世界，记住，千万别为利来，为利往，笑看人生，你就是最幸福的人。,积极
1479,　　143、穷则思变，差则思勤！没有比人更高的山没有比脚更长的路。,积极
1480,　　144、坏情绪是失眠时折磨出来的，其实现实并没有你想的那样糟糕，生命有高峰也有低谷，根本没有一帆风顺的人生。,积极
1481,　　145、为什么我们总要到过了很久，总要等退无可退，才知道我们以前亲手舍弃的东西，在之后的日子里再也遇不到了。,积极
1482,　　146、今日的事情，尽心尽意尽力去做了，无论成绩如何，都就应高高兴兴地上床恬睡。,积极
1483,　　147、放弃同样是一种选择，放弃并不是自己无能，而是因为自己有了更好的选择。有时候，放弃比坚持还需要勇气。,积极
1484,　　148、生活不是林黛玉，不会因为忧伤而风情万种。,积极
1485,　　149、站得更高才能看得更远。,积极
1486,　　150、不去期望，失去了不会悲哀，得到了便是惊喜。,积极
1487,　　151、认真做人，踏实做事！,积极
1488,　　152、我们并不是拥有太少的时间，而是拥有太多我们不用的时间，时间去哪儿呢？你就应给自己一个答案。,积极
1489,　　153、将帅的坚强意志，就像城市主要街道汇集点上的方尖碑一样，在军事艺术中占有十分突出的地位。——克劳塞维茨,积极
1490,　　154、其实，人都是很贱的，爱你宠你的人你不稀罕，对你冷若冰霜的却是穷追不舍。最后搞的遍体鳞伤的还是自己。,积极
1491,　　155、爱是美丽的忧伤，爱是甜美的心碎。看着一个熟悉的背影，最后消失在自己的视线里，双唇颤抖着，心却已无言。,积极
1492,　　156、人生就像弈棋，一步失误，全盘皆输，这是令人悲哀之事；而且人生还不如弈棋，不可能再来一局，也不能悔棋。,积极
1493,　　157、如果想走出阴影，那就让你的脸面向阳光；如果你想告别懦弱，那就让心在历练中慢慢坚强；如果你想摆脱平凡的生活，那就努力让自己高傲的飞翔。多心的人注定活得辛苦，因为太容易被别人的情绪所左右。多心的人总胡思乱想，结果是困在一团乱麻般的思绪中，动弹不得。有时候，与其多心不如少根筋。,积极
1494,　　158、静坐常思己过，闲谈莫论人非。,积极
1495,　　159、提升自我，无论是外在的形象，还是内在的修养；提升自我，无论是性格的完善，还是潜力的提升；提升自我，无论是心态的养成，还是意志的磨练，都能缩短你与成功的距离。在遭遇中奋起，在绝境中重生，提升自我，努力前行。,积极
1496,　　160、这个世界不会因为你有多惨，就一下子对你有多好。人们在困境中最期待的就是瞬间逆转，需要“天来之物”解决燃眉之急，而些许时间后即使真有什么喜从天降，我们也不会有那种庆幸和感激，我们说不定早已忘记当年的悲惨。,积极
1497,　　161、爱情，从来都是一个来去自由的东西。一瞬间，你爱上了他，一瞬间你又决定离开他，但是都是一念之间的事。,积极
1498,　　162、人生是苦短的，没必要和生活过于计较，学会理解残缺，是人生的成熟。人无完人，缺憾是人生的常态。那份恬淡就像轻轻走过的岁月，不染风尘，心若简单纯净，则万物皆美。心泉清，清而远，远而豁达，豁达以至远。,积极
1499,　　163、你要去相信，明天的太阳依旧会升起，苦难的日子终将过去，经历了生命的低潮期，迎接你的便只有灿烂的阳光。,积极
1500,　　164、既然人生的幕布已经拉开，就必须要用心的演出；既然脚步已经跨出，风雨坎坷也不能退步；既然我已把希望播在那里，就必须要坚持到胜利的谢幕……,积极
1501,　　165、学会宽容，要有一颗宽容的爱心！,积极
1502,　　166、人生从来没有真正的绝境。无论遭受多少艰辛，无论经历多少苦难，只要一个人的心中还怀着一粒信念的种子，那么总有一天，他就能走出困境，让生命重新开花结果。,积极
1503,　　167、拿的起，放得下。凡事别勉强！,积极
1504,　　168、生存是人类第一要务，而快乐却是生存的唯一原则。快乐是一个人心灵和精神所表现出来的满足，是最最纯洁和高尚的享受。,积极
1505,　　169、不要试图去解释这个世界上任何的误解和扭曲，存在的都是真理，任何人的成功，都不是虚头，他们必须付出了你没有想到的努力和代价，才华机遇运气努力外貌，甚至是不光彩的事情，都是存在，没什么值得怀疑。,积极
1506,　　170、坚信就是强大，怀疑只会抑制潜质，而信仰就是力量。,积极
1507,　　171、失败与挫折并不可怕，可怕的是丧失了自信，丧失了激发我们用心向上的内在动力。让我们重拾信心，始终坚信：人生航船由我们自己掌舵，只要鼓起自信的风帆，就能战胜风浪，抵达完美彼岸。,积极
1508,　　172、人生苦短，用心生活。真爱不多，好好把握。生气无益，及早抛弃。恐惧很糟，勇敢应对。甜蜜记忆，好好珍惜。,积极
1509,　　173、只有朋友能容忍你的一切，在你悲伤的时候默默地听着你的诉苦。多谢你，让我知道，友情比爱情还要地久天长。,积极
1510,　　174、人活着必须不要都是为了自己，也不可能只为了自己。要做好人，想要得到别人尊重，就必须不断学习不断修身不断做好事，需一生不懈的努力。我们要尽自己的努力，去创造更好的社会。,积极
1511,　　175、孝顺是我们天性中必须的一部分，燕子尚知道反哺老燕，羊儿还知道跪谢哺乳恩，何况我们是万灵之长的人类。,积极
1512,　　176、只有经历过地狱般的折磨，才有征服天堂的力量。只有流过血的手指才能弹出世间的绝唱。,积极
1513,　　177、一个真正的将军是拼出来的。,积极
1514,　　178、不好对挫折叹气，姑且把这一切看成是在你成大事之前，务必经受的准备工作。,积极
1515,　　179、好多人做不好自己，是因为总想着做别人！,积极
1516,　　180、孤独是，在你需要别人的时候，你遍寻不着；在你不需要别人的时候，你自给自足——安妮宝贝《清醒纪》,积极
1517,　　181、没有外界的激励人便会失去其灵魂的重量，外在表现为对身份的焦虑，产生强烈的不确定感以及欲壑难平的煎熬等等。人相当于一个容器，自古以来人就深知这一点，因而开始对这个世界加以改造，以满足自身的需要。,积极
1518,　　182、我说人生啊，如果尝过一回痛快淋漓的风景，写过一篇杜鹃啼血的文章，与一个赏心悦目的人错肩，也就够了。,积极
1519,　　183、人生需要一个好的心态。看别人不顺眼，是自己修养不够。人愤怒的那一个瞬间，智商是零，过一分钟后恢复正常。人的优雅关键在于控制自己的情绪。用嘴伤害人，是最愚蠢的一种行为。,积极
1520,　　184、当一个人有目标有追求时，所有的顺和不顺都是顺；当一个人没有目标没有追求时，所有的顺和不顺都是不顺！,积极
1521,　　185、我不去想是否能够成功，既然选择了远方，便只顾风雨兼程！,积极
1522,　　186、我等你，一向一向等你。我在那里等你，其实只是为了积累足够多的失望，多到能说服自己戒掉对你的暧昧幻想。,积极
1523,　　187、朋友不分距离，天涯同好，交得其道；朋友不分男女，真知灼同，同日而语；一首音乐，简单和谐；一个问候，关怀体贴；一条信息，温馨弥漫。,积极
1524,　　188、成功没有快车道，幸福没有高速路。所有的成功，都来自不倦的努力和奔跑；所有幸福，都来自平凡的奋斗和坚持。,积极
1525,　　189、微笑拥抱每一天，做像向日葵般温暖的女子。,积极
1526,　　190、真的算得勇敢的人是那个最了解人生的幸福和灾患，然后勇往直前，担当起将来会发生的事故的人。——伯利克里,积极
1527,　　191、目标的坚定是性格中最必要的力量源泉之一，也是成功的利器之一。没有它，天才会在矛盾无定的迷径中徒劳无功。,积极
1528,　　192、牢记所得到的，忘记所付出的。,积极
1529,　　193、人生也是如此，同样是进退留转，对心态好的人来说是一种职责，是一股动力；而对心态差的人来说，把握不好，则会给心理身体家庭和事业带来负面影响。,积极
1530,　　194、恐惧自我受苦的人，已经正因自我的恐惧在受苦。,积极
1531,　　195、生活没有过去，也没有以前，不要让心灵朝向阴暗，要学会执着地应对阳光，即使在没有阳光的.日子，也要为自己点燃火把，照亮生活之路，引领着自己和别人寻找阳光的出口。,积极
1532,　　196、每个人都不是你所看到的那个样貌，他们都是一边是长着翅膀纯洁善良的天使，一边是拿着夜叉面目狰狞的恶魔。他们心中的脆弱和胆小，他们不想承认的虚荣和懦弱，都躲在了那些光鲜之下。他们也有潦倒的时候，他们也看过人间的疾苦，他们也会在选择前犹豫，他们也曾愚蠢地放弃机会，他们也在对自己的下属横眉冷对时，突然想起以前也有人这样对待过自己。,积极
1533,　　197、爱是恒久忍耐，又有恩慈。爱是不嫉妒。爱是不自夸，不张狂，不作害羞的事。不求自己的益处。不轻易发怒。不计算人的恶。不喜欢不义。只喜欢真理。凡事包容。凡事相信。凡事盼望。凡事忍耐。爱是永不止息。,积极
1534,　　198、自爱的首要条件就是先吃好一顿饭，睡好一个觉，不问理由地先强壮自己的身体。无论发生什么，都要善待自己。,积极
1535,　　199、别小看任何人，越不起眼的人往往会做些让人想不到的事。,积极
1536,　　200、不要生气要争气，不要看破要突破，不要嫉妒要欣赏，不要托延要用心，不要心动要行动。,积极
1537,　　201、生命力的好处在于拚搏，因为世界本身就是一个竞技场。,积极
1538,　　202、社会中没有永远的朋友，也没有永远的敌人。有的只是不断轮转的利益驱使。利益相冲则为敌，利益互助则为友。,积极
1539,　　203、任何事物都不如习惯那样强有力。,积极
1540,　　204、不攀不比，心淡然；不怒不嗔，心随和。不艾，不怨，心坦然。生活，有苦乐，人生，有起落。学会挥袖从容。乐观，那不是没烦恼，而是要懂得知足；人生无完美，曲折亦风景，看开，想通，就是完美。,积极
1541,　　205、善待他人，体谅他人，热爱生命，努力生活。,积极
1542,　　206、人生，没有永远的伤痛，再深的痛，在切之时，伤口总会痊愈。人生，没有过不去的坎，你不能够坐在坎边等它消失，你只能想办法穿过它。人生，没有永远的爱情，没有结局的感情，总要结束；不能拥有的人，总会忘记。,积极
1543,　　207、人就应趁着年轻，和志同道合的人一起，制造些比夏天还温暖的事，比春天还有生机的事。其它的，一概不理！,积极
1544,　　208、做你自己想要做的那种人。,积极
1545,　　209、高贵的心灵也许会在岁月里与庸俗乘坐同一班列车，就像美丽的天鹅与丑陋的野鸭，在迁徙的途中会在同一个湖泊里歇息。,积极
1546,　　210、障碍与失败，是通往成功最稳靠的踏脚石，肯研究利用它们，便能从失败中培养出成功。,积极
1547,　　211、有人说要做一道光，有人说要应对光，但我却想做一个背光的人。自己如果发光，会照亮他人，但也会不留意迷失自己，如果面光而行，会灿烂光明，但也会因为耀眼看不清前方的道路。只有背对着光，才能够看清这个世界，才能把得失成败看透，才能看懂自己真正想要的是什么。,积极
1548,　　212、态度决定一切，实力扞卫尊严！人要经得起诱惑耐得住寂寞！,积极
1549,　　213、没有不老的誓言，没有不变的承诺，踏上旅途，义无反顾！,积极
1550,　　214、当等待和回忆出现的时候，人类已经进入了悲哀！你在红尘中，是历练！红尘中有一个你，是历练后的横空出世！,积极
1551,　　215、人生最大的失败，就是放弃。,积极
1552,　　216、青春伴随着梦想，如诗如画，如歌如曲，追逐梦想的微光，即使前方荆棘满地，也依然要风雨兼程，永不言弃！,积极
1553,　　217、看着很容易的事，实际上做起来往往是很不容易的。除了少许的天份之外，大多是靠努力得来的：三分天才，七分努力。是成功不变的法则，一个不愿或不肯努力的人，比起原地踏步，还要糟糕，所以你要好好的去把握一分一秒的时刻。,积极
1554,　　218、风吹起如花般破碎的流年，而你的笑容摇晃摇晃，成为我命途中最美的点缀，看天，看雪，看季节深深的暗影。,积极
1555,　　219、海浪的品格，就是无数次被礁石击碎又无数闪地扑向礁石。,积极
1556,　　220、喜欢就争取，得到就珍惜，错过就忘记。人生也许不尽完美，正因为不完美，我们才需要不断地努力创造努力奋斗。时间就是生命，所以我们必须珍惜宝贵的生命，执着地守候生命中每一个必经的十字路口。,积极
1557,　　221、世界太大，生命这样短。要把它过得尽量像自己想要的那个样貌。,积极
1558,　　222、金钱损失了还能挽回，一旦失去信誉就很难挽回。,积极
1559,　　223、缘分不是人海中两个人的擦身，缘分是不可能的相遇。比如我是空中的鸟，你是林中的豹，只是我们碰巧相爱。,积极
1560,　　224、在真实的性命里，每桩伟业都由信心开始，并由信心跨出第一步。,积极
1561,　　225、我走得很慢！但我从不后退！,积极
1562,　　226、前有阻碍，奋力把它冲开，运用炙热的活力，转动心中的期待，血在澎湃，吃苦流汗算什么。,积极
1563,　　227、自己选择的路跪着也要把它走完。,积极
1564,　　228、咱们什么都没有，唯一的本钱就是青春。梦想让我与众不一样，奋斗让我改变命运！,积极
1565,　　229、人生有开始这天，就会有结束那日；天边无尽头，生命有尽头；在有限时间，让幸福无限；哭着过不如笑着活！,积极
1566,　　230、在你经历过风吹雨打之后，也许会伤痕累累，但是当雨后的第一缕阳光投射到你那苍白憔悴的脸庞时，你就应欣喜若狂，并不是因为阳光的温暖，而是在苦了心志，劳了筋骨，饿了体肤之后，你毅然站立在前进的路上，做着坚韧上进的自己。,积极
1567,　　231、不要以为自己了不起，人们总是会看你闪光的一面，当你落魄的时候，就算别人不说，内心里多少会对你所轻视。,积极
1568,　　232、用行动开启完美，用智慧点亮人生，用信心激励自我，用勇气点燃活力，用执着守候成功，用发奋打造精彩，用奋斗创造辉煌，用拼搏开拓未来！,积极
1569,　　233、许多时候，我们不是跌倒在自己的缺陷上，而是跌倒在自己的优势上，因为缺陷常常给我们以提醒，而优势却常常使我们忘乎所以。,积极
1570,　　234、那个人会在耳边轻声说：没事，我在这。在你悲伤时给你依靠，与你相关的，他都珍视。有这样的人，我爱定了。,积极
1571,　　235、快乐不是因为得到的多而是因为计较的少！,积极
1572,　　236、朋友是路，家是树。别迷路，靠靠树。,积极
1573,　　237、容忍别人的无知，容忍别人的肤浅，并且理解‘他们’，那么至少说明你拥有了必须程度的‘博知’和‘博广’。,积极
1574,　　238、爱是恒久忍耐，又有恩慈。爱是不嫉妒。爱是不自夸，不张狂，不作害羞的事。不求自己的益处。不轻易发怒。不计算人的恶。不喜欢不义。只喜欢真理。凡事包容。凡事相信。凡事盼望。凡事忍耐。爱是永不止息。,积极
1575,　　239、没有任何事任何人需要你过了半夜点还苦想不睡任何东西都不能以健康做交换记住你只能活一辈子。,积极
1576,　　240、没有创造的生活不能算生活，只能算活着。,积极
1577,　　241、朋友是常常想起，是把关怀放在心里，把关注盛在眼底；朋友是相伴走过一段又一段的人生，携手共度一个又一个黄昏；朋友是想起时平添喜悦，忆及时更多温柔。,积极
1578,　　242、心里有阳光，雨天也是一种浪漫。人的一生，总是难免有浮沉。不会永远如旭日东升，也不会永远痛苦潦倒。反复地一浮一沉，对于一个人来说，正是磨练。因此，浮在上方的的，不必骄傲；沉在底下的，更用不着悲观。,积极
1579,　　243、不要试图给自己找任何借口，错误面前没人爱听那些借口。想哭就让眼泪流尽，只留下坚强陪伴自己。,积极
1580,　　244、要成功，就要时时怀着得意淡然失意坦然的乐观态度，笑对自己的挫折和苦难，去做，去努力，去争取成功！,积极
1581,　　245、十几年的奋斗，给了我崭新的生活；十几年的奋斗，给了我冲向顶峰的动力。正如富强的中国一样，我，与许多不计辛劳的人，一起跨入梦想的殿堂。,积极
1582,　　246、收获是怎样的？收获是完美的，是辛勤的，是愉快的，是自尊心的维护。但，成功是要付出代价的。每一个人都希望自己成功，自己能收获，但在这条路上要洒许多辛勤的汗水。,积极
1583,　　247、有目标的人生才有方向有规划的人生才更精彩。,积极
1584,　　248、宁愿跑起来被拌倒无数次，也不愿规规矩矩走一辈子。就算跌倒也要豪迈的笑。,积极
1585,　　249、当我觉得我倒霉了，我就会想：这是在挥洒我的霉运，挥洒之后，剩下的就全都是幸运了！,积极
1586,　　250、人必须要经常审视自己，因为你必然会有不该有的欲念。许多事情，不是靠坚持和努力，就能够有最后的结果。,积极
1587,　　251、放弃一个深爱着的人是什么感觉？就像是一把大火烧了你住了很久的房子，你明知道那是你家，但再也回不去了。,积极
1588,　　252、夜赏天河星汉缥缈罗列，昼品春秋炎凉无常轮换。醒了，喝茶去；醉了，喝茶去；恼了，喝茶去；笑了，喝茶去。,积极
1589,　　253、生活中的很多烦恼，就是源于我们不能体谅，过分在意了自己的主张，互不理解，互不相让，伤了彼此的心灵。,积极
1590,　　254、自我打败自我是最可悲的失败，自我战胜自我是最可贵的胜利。,积极
